0.9515629646, -0.3073323788, -0.0086448513, -0.0283449149, -0.0596943806, -0.9978141845, 0.3061445578, 0.9497280610, -0.0655142719, 1828708.3093017298, 385806.9118087672, -6116790.3122286117, 0.9512153666, -0.3084370802, -0.0074762236, -0.0277046248, -0.0612564359, -0.9977374919, 0.3072812720, 0.9492703601, -0.0668131968, 1835821.9763687465, 395703.4143793365, -6114026.5794826606
0.9503381505, -0.3111965271, -0.0037578267, -0.0243427550, -0.0622900111, -0.9977611863, 0.3102657410, 0.9483019962, -0.0667719548, 1853592.5080982109, 401830.2574819369, -6108263.3977162465, 0.9517701998, -0.3067841165, -0.0041222088, -0.0236428379, -0.0599408676, -0.9979218950, 0.3058994981, 0.9498897822, -0.0643031787, 1825172.5818810535, 386708.6024546666, -6117790.1496734424
0.9526109552, -0.3040864803, -0.0079862715, -0.0278976792, -0.0611912879, -0.9977361103, 0.3029093718, 0.9506771475, -0.0667747983, 1807802.4039935167, 395314.4903528723, -6122396.5397973657, 0.9555296138, -0.2948126467, -0.0069757119, -0.0285371691, -0.0688973905, -0.9972155131, 0.2935111364, 0.9530680212, -0.0742466153, 1748083.5032643576, 444681.7917920618, -6136336.3402036354
0.9511529190, -0.3083370783, -0.0153743567, -0.0336801200, -0.0541351295, -0.9979654489, 0.3068774580, 0.9497355600, -0.0618756163, 1835191.7169768137, 351024.2071955322, -6116945.7883789502, 0.9508933979, -0.3091302922, -0.0154986532, -0.0337506683, -0.0537828528, -0.9979821126, 0.3076729403, 0.9494976920, -0.0615751136, 1840301.0497970290, 348781.7437606365, -6115538.8916895622
0.9537344612, -0.2999211091, -0.0209262011, -0.0393076198, -0.0553850591, -0.9976910375, 0.2980696037, 0.9523548832, -0.0646118244, 1781006.9096494487, 359823.8659433976, -6132432.2012769142, 0.9543886486, -0.2978904958, -0.0200888009, -0.0387531838, -0.0568814312, -0.9976285348, 0.2960413791, 0.9529038542, -0.0658311974, 1767928.5522476663, 369312.6770574724, -6135651.4928193260
0.9533207900, -0.3009556798, -0.0245998007, -0.0428269386, -0.0541164778, -0.9976157878, 0.2989068830, 0.9521014051, -0.0644793738, 1787681.7599390880, 352216.8845621167, -6130932.5058823116, 0.9527915603, -0.3025284387, -0.0257834518, -0.0438186004, -0.0529786548, -0.9976337967, 0.3004466223, 0.9516668566, -0.0637339879, 1797814.5185786057, 345083.4773703564, -6128374.7776544336
0.9501676051, -0.3106961927, -0.0254832881, -0.0427130226, -0.0487771011, -0.9978959826, 0.3087994816, 0.9492569042, -0.0596171948, 1850418.4082742112, 318058.6366934719, -6114163.7273264481, 0.9499672354, -0.3111496868, -0.0273518550, -0.0447496516, -0.0489122100, -0.9978001124, 0.3091273528, 0.9491014003, -0.0603888370, 1853347.0348355607, 319214.6941810451, -6113216.3340884270
0.9483260234, -0.3161454962, -0.0270144145, -0.0431623948, -0.0441859599, -0.9980904812, 0.3143481526, 0.9476811838, -0.0555482924, 1885527.4224302662, 288765.6769164578, -6104885.0020002481, 0.9416416206, -0.3358414045, -0.0228387683, -0.0390448587, -0.0415811712, -0.9983719273, 0.3343449676, 0.9410002961, -0.0522674416, 2012428.7670351998, 271519.1348540061, -6065033.3848673804
0.9428575273, -0.3315163088, -0.0334158671, -0.0490019298, -0.0387650958, -0.9980461303, 0.3295731998, 0.9426527486, -0.0527949012, 1984598.6225496125, 254940.3132537031, -6074916.2870879108, 0.9418777023, -0.3340479898, -0.0357538033, -0.0508281869, -0.0364923400, -0.9980404824, 0.3320886770, 0.9418493773, -0.0513503751, 2000927.7775535658, 240669.4652601194, -6070140.2466287091
0.9414969340, -0.3352108542, -0.0348884868, -0.0513909999, -0.0404841409, -0.9978577050, 0.3330803032, 0.9412729241, -0.0553425155, 2008418.0926056437, 266275.1804900288, -6066597.1927838940, 0.9422673972, -0.3329760329, -0.0354839910, -0.0518741761, -0.0404600399, -0.9978336810, 0.3308190169, 0.9420668483, -0.0553970338, 1994017.3458005888, 266190.3753502211, -6071349.5128485141
