143435.0812740703, 6394364.9659321047, 33.4252038962, 143435.0671409369, 6394364.8022251241, 33.4857710195, 1379, 792, 0.0000001099
143435.1928860508, 6394365.2217344213, 33.5841607165, 143435.1457800912, 6394365.0537861167, 33.5109868438, 1385, 779, 0.0000000432
143435.1748041315, 6394365.4375868309, 33.8215570940, 143435.1928741350, 6394365.3129471326, 33.8234195798, 1338, 739, 0.0000000258
143434.9533524248, 6394365.7696461929, 34.3552556040, 143434.8477733317, 6394365.6330657182, 34.4499530263, 1323, 674, 0.0000000336
143435.2308636424, 6394365.8288470777, 34.2379391396, 143435.1670979741, 6394365.7827062411, 34.2615873008, 1322, 693, 0.0000000256
143435.4177871286, 6394366.5568819754, 34.2468062026, 143435.6100810929, 6394366.7094370825, 34.1957191681, 1269, 596, 0.0000000463
143435.6168634342, 6394367.0573337935, 34.1694361154, 143435.5793578192, 6394367.0548887663, 34.1959628812, 1317, 608, 0.0000000418
143435.5775289955, 6394367.3996530995, 34.2198668547, 143435.6207908955, 6394367.4791545235, 34.1892805564, 1279, 600, 0.0000001451
143435.9690431408, 6394367.7928577717, 34.0026805907, 143435.9080477562, 6394367.4233385790, 34.1678684719, 1260, 548, 0.0000000347
143436.1483338047, 6394368.2955395393, 34.0577002153, 143436.1759299822, 6394368.4266650323, 34.0269739624, 1239, 478, 0.0000001126
143436.4855556344, 6394368.6738953944, 34.0054928502, 143436.4705626788, 6394368.6874450762, 33.9898497886, 1297, 469, 0.0000002081
143436.5241664127, 6394369.2438218025, 34.2150301322, 143436.3991617626, 6394368.9573835041, 34.2827662624, 1279, 474, 0.0000000309
143436.8094741730, 6394370.0616245642, 34.3523718725, 143436.8434939859, 6394369.6497561056, 34.3805968934, 1304, 416, 0.0000000309
143436.9787156205, 6394370.4764707442, 34.2860046402, 143436.9082250176, 6394370.3493952835, 34.3415071643, 1241, 329, 0.0000001253
143437.4312355211, 6394371.3525834437, 34.1549348269, 143437.4296159116, 6394371.4214754645, 34.1248055687, 1308, 288, 0.0000000297
143437.4650976444, 6394372.1802905193, 34.2726480275, 143437.4586518221, 6394372.3644473469, 34.2368930582, 1343, 273, 0.0000000359
143438.0076312805, 6394373.1976410309, 33.9620823179, 143437.9708242612, 6394373.2037676275, 33.9624894634, 1315, 233, 0.0000000514
143438.5045655621, 6394373.8216827903, 33.7095252916, 143438.6137314825, 6394374.1099020541, 33.6862171490, 1310, 218, 0.0000000403
143438.0810587239, 6394374.6445669401, 34.1660762667, 143438.2016143189, 6394374.9066075804, 34.1193915899, 1187, 169, 0.0000001083
143438.8290262399, 6394375.8377122153, 34.0906316605, 143438.7065610988, 6394375.8248927444, 34.1123462657, 1217, 114, 0.0000000539
143441.1481262618, 6394373.6743385326, 30.6129394321, 143441.1364601031, 6394373.5522859674, 30.6105535391, 1242, 261, 0.0000000197
143441.8356862306, 6394374.6080319360, 30.7127741940, 143441.9006578247, 6394374.8917605374, 30.7549439472, 1257, 244, 0.0000000468
143441.7537665032, 6394375.1847307896, 30.7802473084, 143441.7230396094, 6394374.6258482235, 30.5763048431, 1265, 240, 0.0000000577
143441.6373619614, 6394375.5099730510, 30.8048768407, 143441.7495042267, 6394375.2566935439, 30.8231320587, 1186, 190, 0.0000000523
143440.8641473982, 6394374.7130806968, 30.8926222069, 143440.8801570288, 6394374.8740936071, 30.8997506382, 1206, 167, 0.0000000262
143440.5812271344, 6394374.5435343049, 30.7713125529, 143440.7082499494, 6394374.9478465877, 30.8558514329, 1236, 138, 0.0000001316
143440.3614609721, 6394374.2950520478, 30.8485421479, 143440.3774089972, 6394374.3083770908, 30.8491068875, 1200, 123, 0.0000000929
143440.5542315030, 6394374.8005977385, 30.8365524798, 143440.3896338502, 6394374.4471330214, 30.7408584023, 1139, 126, 0.0000001812
143440.3412110512, 6394376.0406864714, 31.0861371905, 143439.2405643603, 6394373.8371447101, 30.7344941800, 1172, 104, 0.0000002113
143424.3907333640, 6394328.3665728988, 24.1692266292, 
