0.9373, -0.3434, -0.0600, -0.0812, -0.0478, -0.9955, 0.3390, 0.9380, -0.0727, 2061639.8563, 317653.0502, -6046229.3764, 0.9376, -0.3420, -0.0630, -0.0842, -0.0476, -0.9953, 0.3374, 0.9385, -0.0734, 2052456.0195, 316505.7582, -6049413.3680
0.9344, -0.3489, -0.0714, -0.0938, -0.0479, -0.9944, 0.3436, 0.9359, -0.0775, 2097190.0073, 319688.3225, -6033884.2469, 0.9350, -0.3458, -0.0789, -0.0992, -0.0415, -0.9942, 0.3405, 0.9374, -0.0731, 2076916.0593, 279450.3695, -6042887.9194
0.9257, -0.3728, -0.0639, -0.0855, -0.0415, -0.9955, 0.3684, 0.9270, -0.0703, 2250917.0249, 277595.6593, -5980341.9558, 0.9247, -0.3729, -0.0759, -0.0930, -0.0281, -0.9953, 0.3690, 0.9274, -0.0607, 2252125.1771, 193192.4926, -5983208.8087
0.9304, -0.3610, -0.0637, -0.0849, -0.0433, -0.9954, 0.3566, 0.9315, -0.0710, 2175120.2178, 289212.4345, -6007778.1252, 0.9302, -0.3614, -0.0646, -0.0859, -0.0434, -0.9954, 0.3569, 0.9314, -0.0714, 2177521.7184, 289597.8571, -6006889.5684
0.9292, -0.3654, -0.0546, -0.0777, -0.0487, -0.9958, 0.3612, 0.9296, -0.0736, 2203373.1104, 322330.9075, -5995785.5316, 0.9303, -0.3631, -0.0514, -0.0745, -0.0500, -0.9960, 0.3591, 0.9304, -0.0736, 2188266.2110, 330497.6756, -6000871.2268
0.9286, -0.3665, -0.0591, -0.0821, -0.0476, -0.9955, 0.3620, 0.9292, -0.0743, 2210197.3608, 316456.1614, -5993588.2478, 0.9219, -0.3813, -0.0689, -0.0932, -0.0458, -0.9946, 0.3761, 0.9233, -0.0778, 2306132.6710, 306183.9961, -5957870.4805
0.9261, -0.3721, -0.0618, -0.0860, -0.0486, -0.9951, 0.3673, 0.9269, -0.0770, 2246336.9373, 322887.8813, -5979794.5555, 0.9265, -0.3712, -0.0613, -0.0856, -0.0494, -0.9951, 0.3663, 0.9272, -0.0775, 2240512.6496, 328188.9439, -5981690.5859
0.9273, -0.3674, -0.0721, -0.0978, -0.0519, -0.9938, 0.3614, 0.9286, -0.0841, 2216466.7446, 346240.2171, -5989626.9122, 0.9282, -0.3662, -0.0662, -0.0934, -0.0572, -0.9940, 0.3602, 0.9288, -0.0873, 2208543.4265, 379125.9880, -5990562.2662
0.9219, -0.3778, -0.0854, -0.1136, -0.0528, -0.9921, 0.3703, 0.9244, -0.0916, 2283663.2330, 353829.4954, -5963886.5292, 0.9235, -0.3752, -0.0804, -0.1109, -0.0606, -0.9920, 0.3673, 0.9250, -0.0976, 2266653.1333, 403367.8207, -5967229.8032
0.9227, -0.3768, -0.0811, -0.1101, -0.0562, -0.9923, 0.3693, 0.9246, -0.0933, 2276903.0102, 374960.1010, -5965181.3850, 0.9225, -0.3798, -0.0689, -0.1024, -0.0689, -0.9923, 0.3721, 0.9225, -0.1025, 2295993.1999, 455372.7287, -5952253.3331
